emp_no,birth_date,first_name,last_name,gender,hire_date
40672,1955-08-26,Yinlin,Pfau,M,1985-04-02
40685,1954-05-22,Shawna,Bugrara,M,1986-04-10
40696,1953-11-29,Torsten,Siprelle,M,1985-07-12
40714,1952-04-01,Lijie,Covnot,M,1986-07-05
40739,1955-09-01,Kazuhiko,Itzfeldt,F,1987-03-19
40762,1952-04-10,Tze,Tanemo,M,1987-10-02
40764,1952-07-29,Shuky,Senzako,F,1986-09-29
40769,1954-11-16,Seongbin,Covnot,F,1987-12-30
40770,1953-05-04,Jiang,Nitta,M,1985-09-26
40777,1953-07-24,Jeong,Birdsall,M,1988-04-26
40779,1954-05-07,Itzchak,Begiun,M,1987-11-18
40782,1954-06-10,Mitchel,Bodoff,M,1988-05-17
40786,1952-11-29,Gretta,Whittlesey,F,1987-01-04
40802,1955-07-08,Baocai,Ecklund,M,1985-03-02
40810,1952-05-01,Jingling,Baak,M,1986-04-05
40815,1955-02-16,Bouchung,Servieres,M,1988-07-30
40824,1955-04-18,Serap,Kleiser,F,1988-03-15
40829,1955-03-05,Jianhui,Mitzlaff,M,1988-04-30
40834,1953-09-28,Elzbieta,Fritzsche,F,1985-07-24
40839,1953-10-13,Prodip,Otillio,M,1988-04-29
40841,1954-04-05,Masako,Lindqvist,M,1988-08-15
40853,1952-04-04,Terresa,Guardalben,M,1986-02-28
40868,1952-04-30,Limsoon,Malabarba,F,1986-11-13
40869,1954-02-14,Flemming,Snedden,F,1986-02-12
40872,1952-05-17,Qunsheng,Cunliffe,M,1987-08-26
40881,1953-12-28,Hatem,Acton,F,1987-10-26
40891,1953-12-21,Jinya,Kaltofen,M,1987-03-15
40904,1954-11-30,Fumiko,Willoner,F,1986-07-27
40907,1954-09-17,Jaana,Rando,M,1985-04-05
40910,1954-10-22,Tamiya,Chimia,M,1985-05-27
40932,1952-08-26,Kolar,DuBourdieux,F,1987-05-25
40946,1952-11-29,Fumitake,Mahmud,F,1987-03-14
40977,1954-01-13,Elvia,Sinicrope,F,1986-06-10
40987,1953-09-03,Zeljko,Sidou,F,1986-03-15
40997,1953-06-15,Ranan,Nations,F,1988-08-15
41039,1953-04-23,Subhankar,Bala,M,1985-10-08
41046,1955-09-28,Arvin,Borstler,M,1987-08-30
41074,1953-10-10,Leen,Siochi,M,1986-02-01
41077,1952-12-14,Amalendu,Walston,M,1987-04-30
41081,1953-02-16,Faiza,Mikschl,F,1986-01-21
41110,1955-01-31,Munehiko,Manders,M,1986-08-23
41122,1952-12-10,Guenter,Hoppenstand,M,1985-11-14
41140,1952-10-04,Tonny,Bail,M,1986-04-02
41147,1954-04-26,Abdelaziz,Chimia,M,1985-08-14
41149,1953-09-18,Alain,Wiegley,F,1986-09-19
41173,1953-08-06,Maren,Aseltine,F,1986-04-04
41179,1954-02-11,Masamitsu,Vecchi,F,1987-07-10
41181,1952-03-09,Paddy,Delgrossi,M,1986-02-13
41184,1955-10-10,Nikolaus,Ranze,F,1988-05-14
41187,1955-12-27,Jacqueline,Maquelin,M,1986-08-07
41197,1954-03-24,Vesna,Stille,M,1988-03-19
41198,1952-12-05,Janalee,Christianini,M,1987-07-28
41200,1952-06-17,Huei,Leppanen,M,1987-09-21
41205,1955-09-21,Charlene,Cusworth,M,1985-04-01
41215,1952-02-21,Moon,Wursthorn,F,1986-03-21
41228,1954-10-07,Jacopo,Hebert,M,1988-06-04
41232,1954-05-13,Yuriy,Millington,M,1988-06-29
41239,1955-04-09,Malu,Rajaraman,F,1988-04-28
41247,1955-03-25,Kristinn,Zhiwei,F,1985-04-12
41251,1952-06-02,Arne,Glinert,F,1986-11-06
41274,1954-08-18,Mari,Giveon,M,1986-01-18
41280,1952-05-24,Felicidad,Czap,M,1986-09-07
41283,1954-11-20,KayLiang,Tetzlaff,F,1985-05-26
41292,1953-09-07,Premsyl,Thombley,M,1985-07-18
41298,1955-06-17,Elvia,Cesareni,F,1985-08-29
41301,1952-05-03,Shuichi,Cochrane,F,1985-04-14
41304,1952-11-30,Kristian,Ulupinar,F,1986-06-04
41313,1954-02-26,Gino,Nitto,M,1987-11-27
41319,1952-06-23,Mototsugu,Unni,M,1985-04-06
41363,1953-07-26,Ronghao,Siepmann,F,1985-09-07
41371,1954-06-18,Luise,Decaestecker,M,1988-08-27
41373,1953-08-04,Mona,Veevers,M,1988-04-11
41374,1952-02-03,JiYoung,Schurmann,M,1988-01-25
41399,1954-12-17,Xiaoheng,Broomell,M,1986-12-29
41404,1952-02-08,Marco,Isaak,M,1988-02-12
41422,1952-07-20,Franziska,Ramamoorthy,M,1986-10-06
41432,1954-01-14,Basim,Dymetman,M,1986-07-06
41437,1952-09-03,Christoper,Farrel,M,1986-12-14
41441,1953-10-03,Pasqua,Shigei,M,1985-07-08
41460,1952-07-03,Martial,Rodiger,F,1987-12-17
41487,1954-05-18,Aemilian,Cummings,M,1985-09-02
41498,1952-09-18,Susanne,Masamoto,M,1987-10-21
41514,1953-04-07,Magy,Iisaku,M,1985-04-11
41527,1953-12-13,Hisao,Oxman,F,1987-06-30
41533,1955-05-20,Visit,Parhami,M,1987-12-09
41553,1953-10-11,Tokuyasu,Peltason,F,1987-03-19
41554,1952-10-20,Rajmohan,Halloran,M,1985-08-22
41581,1952-04-19,Vitali,Azumi,M,1987-02-06
41583,1953-03-31,Holgard,Thorensen,F,1986-06-03
41587,1954-03-30,Lokesh,Sankaranarayanan,F,1987-10-23
41593,1953-08-03,Susuma,Grabner,M,1988-08-04
41604,1954-01-14,Tadanori,Botman,F,1986-01-16
41610,1954-12-12,Serge,Staudhammer,M,1988-09-18
41612,1954-10-29,Mariangiola,Provine,M,1988-05-25
41628,1953-08-16,Josyula,Claffy,F,1988-05-04
41644,1953-11-05,Georg,Marakhovsky,F,1986-04-24
41661,1953-02-27,Masadi,Hofman,F,1988-03-11
41667,1953-12-23,Barna,Facello,F,1985-09-13
41673,1953-01-04,Armond,Matzel,M,1985-03-24
41674,1954-01-14,Abdelghani,Yemenis,M,1985-03-10
41677,1952-09-18,Eben,Gimarc,M,1987-03-10
41682,1953-03-30,Alselm,Ecklund,M,1985-12-28
41710,1954-07-25,Weiru,Haldar,M,1987-06-26
41724,1955-01-27,Faiza,Bage,M,1985-04-02
41727,1952-12-28,Rosella,Paludetto,F,1987-06-09
41743,1952-06-03,Aamer,Lunt,M,1988-05-22
41746,1953-02-25,Zita,Greenaway,M,1988-03-21
41754,1953-02-16,Rosita,Hanabata,F,1988-01-02
41759,1953-02-01,Charmane,Lagarias,F,1985-05-16
41767,1952-07-17,Leszek,Thiran,M,1987-12-26
41772,1954-03-17,Leon,Decaestecker,F,1986-05-26
41786,1952-08-30,Krister,Hmelo,F,1985-08-30
41792,1952-04-12,Guther,Lowrie,M,1987-05-18
41798,1955-01-28,Margareta,Akaboshi,F,1986-04-09
41808,1954-08-11,Filipp,Varley,M,1985-06-10
41809,1953-12-25,Shen,Puppe,M,1986-01-12
41824,1954-09-18,Kendra,Luby,F,1987-06-22
41836,1954-11-26,Akhilish,Passino,F,1986-01-28
41857,1953-04-27,Munehiko,Beznosov,M,1986-01-03
41863,1952-03-03,Dipayan,Herbst,M,1986-12-04
41864,1953-01-16,Kazuhito,Gulla,M,1987-05-12
41871,1952-09-29,Stevo,Waeselynck,F,1985-09-25
41874,1954-03-31,Badri,Asmuth,F,1985-05-11
41885,1952-10-10,Val,Validov,F,1986-02-16
41888,1953-11-11,Vitali,Oehlmann,F,1985-05-24
41889,1952-08-09,Basim,Zumaque,M,1987-04-22
41894,1954-10-31,Zeydy,Mandell,M,1986-08-24
41902,1955-11-17,Zongyan,Zweizig,M,1986-04-01
41909,1954-10-05,Toshimitsu,McAlpine,M,1986-06-07
41917,1953-06-19,Fumitake,Schlumberger,F,1986-03-02
41939,1953-02-20,Kwangho,Usery,M,1985-07-28
41940,1952-07-25,Dmitry,Anick,M,1988-05-06
41944,1953-05-03,Vishwani,Parhami,M,1987-10-08
41956,1954-07-18,Rajmohan,Thiria,F,1988-09-28
41973,1955-08-16,Mantis,Massonet,M,1987-08-18
41979,1954-08-26,Hilary,Bage,F,1988-11-15
41983,1952-07-27,Luise,Wixon,M,1986-12-22
42007,1953-12-30,Tsz,Pokrovskii,M,1987-09-01
42019,1953-02-12,Mayumi,Roisin,F,1986-09-17
42020,1954-09-25,Nobuyoshi,Matzat,M,1986-05-14
42024,1953-06-03,Dipayan,Serdy,F,1987-05-27
42033,1953-12-22,Reuven,Compeau,F,1987-01-11
42046,1952-03-25,Waiman,Millington,M,1987-12-11
42047,1954-06-28,Sahrah,Ambroszkiewicz,M,1985-05-28
42053,1952-09-22,Demin,Lores,M,1988-03-17
42059,1954-07-25,Jianhui,Czap,F,1987-02-07
42075,1954-07-18,Sergi,Gruenwald,F,1986-11-10
42082,1955-11-03,Gritta,Compeau,F,1985-04-16
42083,1955-02-11,Kotesh,Schahn,M,1988-01-06
42104,1955-12-08,Dante,Plesums,F,1986-04-09
42125,1955-03-18,Subhankar,Besancenot,M,1987-08-10
42135,1955-12-14,Ashish,Huttel,M,1988-03-03
42139,1952-04-26,Tru,Isaak,F,1985-03-31
42153,1952-07-29,Shushma,Ecklund,F,1987-07-15
42159,1955-12-12,Ipke,Bala,M,1986-02-07
42173,1953-11-08,Nishit,Matheson,M,1987-10-17
42174,1955-08-13,Vishv,Schahn,M,1985-07-08
42181,1955-07-01,Eldridge,Tiemann,M,1987-03-04
42184,1953-09-25,Prasadram,Kusalik,F,1987-02-12
42185,1952-02-22,Renee,Kaminger,M,1987-11-12
42188,1955-01-04,Ravishankar,Niizuma,M,1987-08-02
42202,1952-07-17,Hyuckchul,Ginesta,M,1987-07-27
42209,1954-06-01,Kensyu,Leonhardt,M,1985-03-30
42221,1952-11-02,Godehard,Fortenbacher,F,1988-05-21
42223,1955-01-10,Salvador,Vidal,M,1988-05-06
42233,1954-12-13,Holgard,McConalogue,F,1986-02-23
42243,1954-05-09,Jaana,Fendler,M,1987-03-29
42268,1952-02-17,Claude,Danner,F,1987-04-26
42271,1953-11-02,DAIDA,Halevi,M,1985-10-28
42274,1952-09-19,Gal,Grospietsch,M,1988-11-20
42277,1954-05-31,Martina,Codenie,F,1988-12-17
42298,1955-05-27,Tru,Kalefeld,M,1986-08-09
42305,1955-06-01,Tsz,Mikschl,F,1987-03-17
42318,1955-09-05,Yucai,Fasbender,F,1985-04-11
42341,1954-09-05,Haldun,Cangellaris,M,1987-08-12
42352,1954-01-13,Tuval,Chaudhuri,M,1987-02-14
42358,1952-02-14,Lech,Narwekar,F,1985-11-25
42360,1955-11-24,Arunachalam,Itschner,F,1986-01-10
42366,1955-11-14,Chriss,Maksimenko,M,1986-08-08
42371,1952-08-21,Pragnesh,Mersereau,M,1988-03-02
42380,1952-10-06,Gou,Dulli,M,1988-09-11
42389,1955-03-03,Eric,Hinsberger,M,1985-04-06
42402,1953-12-25,Gererd,Rosis,F,1986-05-30
42405,1952-09-14,Mari,Hmelo,M,1986-09-15
42410,1955-01-21,Marjo,Falster,F,1987-05-15
42419,1952-08-16,Heekeun,Shobatake,M,1987-08-10
42424,1953-04-01,Adin,Picco,M,1985-05-11
42425,1952-11-24,Insup,Ulupinar,M,1985-02-04
42434,1952-06-22,Diederik,Lagarias,M,1988-09-02
42444,1954-02-03,Seongbin,Kobuchi,M,1985-03-24
42460,1955-03-29,Angel,Vrecion,F,1985-02-20
42469,1954-11-20,Sham,Hiltgen,M,1987-05-26
42471,1955-03-06,Susanna,Molenaar,M,1987-03-23
42478,1952-08-21,Kristin,Biros,M,1986-06-21
42488,1954-09-24,Angel,Menhardt,F,1988-07-18
42498,1953-04-06,Limsoon,Bojadziev,M,1987-08-14
42499,1953-02-19,Palash,Yavatkar,M,1988-09-08
42504,1954-06-20,Krisda,Nastansky,M,1987-04-21
42541,1954-09-07,Ferdinand,Aingworth,M,1987-02-19
42553,1955-03-24,Felicidad,Slutz,M,1988-03-24
42580,1955-04-11,Zvonko,Valtorta,M,1986-12-06
42583,1955-11-15,Joydip,Henseler,M,1985-08-05
42590,1953-03-17,Basim,Billawala,F,1988-10-30
42591,1955-10-22,Lakshmi,Eppinger,M,1986-07-30
42606,1955-05-10,Moti,Hartvigsen,M,1986-11-09
42617,1953-12-26,Thodoros,Kawashimo,M,1986-04-21
42623,1955-04-13,Tayeb,Decleir,M,1988-12-28
42642,1952-03-28,Bluma,Broder,M,1987-04-18
42650,1955-10-06,Neven,Horswill,M,1986-02-14
42663,1952-10-30,Lech,Barreiro,M,1985-03-24
42681,1953-08-14,Radhakrishnan,Molenkamp,F,1985-12-30
42684,1954-11-01,Behnaam,Dengi,M,1986-07-29
42686,1953-10-13,Tadanori,Wossner,F,1987-11-29
42708,1954-04-15,Hitomi,Petereit,M,1985-03-03
42746,1952-10-23,Manu,Billawala,M,1986-12-10
42756,1955-05-07,Kotesh,Bahk,M,1985-12-13
42764,1954-09-09,Marit,Preusig,F,1987-09-11
42765,1952-11-25,Filipp,Bresenham,F,1985-04-05
42773,1952-02-23,Claude,Zirintsis,M,1987-09-12
42781,1954-05-11,Xinyu,Dechter,M,1988-09-06
42788,1952-05-20,Geoffrey,Ouhyoung,M,1987-10-02
42817,1952-10-29,Mohd,Ulupinar,M,1987-03-07
42818,1955-06-01,Radhakrishnan,Jenevein,M,1985-02-16
42821,1953-04-17,Xumin,Anily,M,1985-04-04
42828,1953-08-04,Val,Fiutem,F,1986-10-05
42830,1955-01-04,Tze,Poupard,M,1986-07-31
42838,1955-01-19,Samphel,Giaccio,F,1988-01-19
42839,1955-01-03,Remzi,Cannard,F,1985-09-10
42850,1955-05-19,Demos,Kornyak,F,1985-11-02
42856,1954-06-06,Xiaoqiu,Ranka,F,1988-02-13
42870,1954-10-08,Arch,Whittlesey,F,1988-03-20
42886,1954-12-24,JoAnna,Malabarba,M,1986-12-12
42892,1954-02-16,Faiza,Suppi,F,1985-03-09
42894,1953-08-19,Arto,Bashian,M,1986-06-13
42903,1953-02-13,Kazuhito,Syang,F,1988-03-08
42912,1953-09-08,Jacopo,Gecsei,M,1985-12-04
42929,1953-11-18,Sven,Hegner,M,1988-04-10
42930,1954-06-29,Izaskun,Berztiss,M,1986-10-15
42933,1954-09-03,Zhiwei,Pleszkun,F,1987-10-13
42936,1952-04-29,Chuanti,Nitsche,F,1985-06-28
42942,1952-10-11,Mansur,Bolotov,F,1985-02-03
42949,1954-05-30,Mokhtar,Kawashima,M,1985-09-08
42998,1953-03-22,Fei,Boyle,M,1988-10-10
43013,1953-02-26,Mechthild,Petersohn,M,1985-07-26
43014,1954-07-18,Vitali,Olivero,F,1988-04-22
43035,1952-05-15,Sven,Picaronny,M,1985-02-09
43040,1953-01-12,Ulises,Nittel,M,1987-07-11
43044,1952-12-26,Masako,Gustavson,M,1987-01-01
43045,1952-12-13,Howell,Birke,M,1988-07-01
43058,1955-05-02,Hauke,Pearson,M,1986-01-22
43065,1953-05-30,Chinya,Vitiello,F,1987-08-18
43068,1952-05-29,Nikolaos,Halloran,M,1987-05-22
43073,1955-12-01,Urs,Andreotta,F,1985-09-25
43078,1953-02-11,Radhia,Wuwongse,F,1988-02-22
43080,1954-12-29,Leucio,Piancastelli,M,1986-06-30
43083,1953-09-15,Candido,Bennis,F,1987-08-25
43084,1953-11-02,Babette,Leijenhorst,M,1986-01-11
43107,1954-04-23,Tooru,Verspoor,F,1986-06-24
43108,1955-05-21,Nevin,Perz,M,1987-09-09
43114,1955-03-12,Yurii,Kamble,M,1987-04-19
43132,1952-03-31,Pramod,Zumaque,F,1987-06-25
43161,1955-11-27,Ranan,Percebois,M,1985-04-04
43181,1953-12-30,Hugh,Iisaka,F,1986-03-26
43184,1955-10-15,Uri,Delgrande,M,1987-12-11
43185,1955-02-23,Alselm,Kisuki,F,1986-12-20
43189,1954-07-18,Oscal,Ranft,M,1988-05-25
43196,1953-05-01,Along,Socorro,M,1986-09-23
43198,1954-12-27,Constantine,Himler,F,1987-06-23
43200,1953-02-03,Geraldo,Plessier,M,1987-09-11
43203,1954-10-13,Chuanyi,Androutsos,F,1985-07-17
43207,1953-08-06,Itzchak,Shihab,M,1988-04-07
43215,1955-08-19,Richara,Garnham,F,1987-12-19
43217,1952-09-19,DAIDA,Pappas,M,1987-08-02
43222,1953-04-12,Lenore,Angelopoulos,M,1985-05-18
43229,1954-10-31,Uzi,Broomell,F,1986-07-24
43241,1954-07-09,Adam,Kisuki,M,1987-09-06
43249,1953-04-18,Bedrich,Vitiello,M,1988-10-10
43252,1952-03-02,Christ,Kowalchuk,M,1985-03-14
43273,1955-09-22,Charmane,Hiltgen,M,1987-10-04
43289,1954-06-07,Satosi,Biran,M,1988-02-25
43300,1954-02-04,Francesca,Aseltine,F,1986-08-03
43306,1952-11-09,Frederique,Zweizig,F,1985-08-07
43308,1953-12-27,Hauke,Validov,M,1985-11-25
43318,1953-01-31,Rasikan,Boyle,M,1988-11-07
43348,1954-05-05,Berry,Gonthier,F,1986-12-22
43353,1953-10-28,Mang,Arlazarov,M,1987-12-31
43367,1952-03-12,Conal,Kisuki,F,1988-01-20
43373,1952-09-03,Wanqing,Serov,F,1988-03-04
43387,1954-09-07,Fuqing,Syang,M,1985-11-30
43410,1952-09-18,Pranas,Masand,F,1988-07-13
43420,1952-08-02,Ziya,Kolinko,M,1986-01-31
43423,1952-07-07,Menkae,Michaeli,M,1988-03-15
43438,1955-10-12,Sampalli,Zultner,M,1988-08-29
43445,1955-02-20,Sudhanshu,Calkin,M,1987-03-31
43447,1954-05-06,Lakshmi,Gente,M,1988-04-09
43448,1953-02-28,Gilbert,Preusig,M,1985-07-15
43461,1954-10-29,Chiranjit,Birrer,F,1987-02-11
43487,1952-11-12,Kristof,Ducloy,M,1987-04-24
43491,1954-12-23,Barry,Kroha,M,1986-08-10
43500,1954-01-11,Maria,Bennis,F,1988-01-29
43573,1954-11-16,Jianwen,Nicolson,F,1986-06-28
43577,1954-09-04,Torsten,Birke,M,1986-02-07
43582,1953-01-27,Kankanahalli,Demizu,M,1988-08-30
43584,1954-02-26,Houman,Pokrovskii,F,1988-02-10
43594,1954-05-17,Moni,Hoogerwoord,F,1988-04-26
43605,1953-10-15,Boalin,Rodite,M,1986-08-19
43616,1953-11-08,Conor,Montemayor,F,1987-06-23
43624,1953-11-14,Tokuyasu,Pesch,M,1985-03-26
43627,1953-12-07,Jungsoon,Armand,F,1987-08-05
43649,1954-03-29,Idoia,Petersohn,M,1985-02-23
43659,1955-02-13,Aron,Pouyioutas,M,1988-02-16
43678,1954-08-04,Shawna,Bernick,F,1985-07-23
43689,1952-09-04,Almudena,Bugrara,M,1987-07-31
43691,1953-09-22,Kazuhira,Baalen,M,1987-11-24
43708,1954-11-04,Zhongwei,Streng,F,1986-08-26
43709,1953-11-17,Mohua,Munck,F,1988-12-06
43727,1953-07-05,Mats,Kilgore,M,1987-01-01
43737,1952-02-03,Debatosh,Beerel,F,1987-12-07
43745,1955-07-30,Temple,Thambidurai,M,1988-11-21
43756,1952-08-18,Minghong,Himler,M,1987-10-14
43776,1954-05-10,Xuedong,Feldhoffer,M,1988-09-04
43783,1952-03-13,Houman,Hmelo,F,1988-10-18
43806,1954-08-28,Chenye,Fontan,M,1986-05-10
43820,1953-05-17,Keung,Botman,F,1985-12-25
43854,1954-02-21,Kwee,Lally,F,1986-07-11
43878,1955-08-28,Karoline,Furedi,F,1988-10-19
43883,1953-10-31,Zhigen,Aseltine,M,1986-01-23
43887,1952-03-26,Kwan,Giveon,F,1988-03-15
43900,1953-05-01,Monique,Thombley,M,1987-09-29
43932,1954-09-18,Zhensheng,Seiwald,M,1987-02-13
43941,1953-11-09,Khatoun,Zambonelli,F,1987-04-26
43942,1952-07-22,Bedir,Rassart,F,1985-10-11
43945,1952-09-04,Guozhong,Thisen,M,1986-12-05
43946,1955-11-24,Kankanahalli,Swist,M,1986-11-23
43948,1953-12-27,Kwangyoen,Kroha,M,1987-06-12
43963,1953-07-08,Sanjeeva,Covnot,M,1985-04-01
43965,1952-03-21,Syozo,Hasham,M,1986-06-25
43966,1953-09-07,Serif,Miculan,F,1988-09-28
43983,1952-06-17,Goa,Capobianchi,M,1987-11-29
43986,1952-07-25,Ghassan,Haumacher,F,1987-07-07
43996,1954-05-12,Hiroyasu,Bodoff,F,1988-06-24
44011,1955-08-21,Panayotis,Karner,F,1987-11-07
44015,1955-11-08,Yuguang,Limongiello,F,1986-04-22
44022,1955-11-13,Chiranjit,Dayang,F,1985-04-05
44029,1955-08-09,Karlis,Heping,M,1985-12-24
44042,1953-03-10,Susuma,Ladret,M,1987-05-07
44043,1954-01-30,Dmitri,Lakshmanan,F,1986-06-03
44060,1955-11-19,Luigi,Brattka,M,1985-03-02
44070,1953-01-11,Luerbio,Onuegbe,M,1988-08-14
44087,1953-03-04,Claudi,Glinert,F,1986-12-24
44088,1952-10-13,Uwe,Ohori,M,1985-03-27
44097,1955-08-01,Shim,Luga,M,1986-10-28
44099,1955-01-06,Shridhar,Gruenwald,M,1987-02-28
44100,1953-06-26,Guozhong,Bresenham,M,1988-08-02
44110,1954-08-01,Duri,Kalloufi,F,1986-02-03
44111,1955-11-22,Sugwoo,Streit,F,1985-07-23
44125,1952-07-26,Douadi,Conia,F,1987-07-04
44130,1952-04-29,Zongyan,Winter,M,1987-08-26
44135,1952-12-12,JoAnna,Neimat,F,1986-02-02
44148,1954-09-21,Fun,Marchesini,F,1985-03-15
44164,1955-03-12,Becky,McClure,M,1985-11-03
44165,1953-01-02,Greger,Heuser,F,1988-06-23
44178,1952-02-28,Jackson,Schmezko,F,1985-07-06
44184,1954-03-06,Maya,Birnbaum,F,1988-03-01
44189,1954-04-03,Shaibal,Mitzlaff,M,1988-12-22
44193,1955-04-15,Fatemeh,Billingsley,F,1986-07-21
44195,1953-04-01,Hatem,Boyle,F,1987-06-03
44197,1955-01-04,Geraldo,Krichel,M,1986-01-17
44224,1953-01-15,Shietung,Selenyi,F,1986-10-22
44229,1955-11-26,Bojan,Luft,F,1987-06-09
44240,1955-05-06,Deniz,Famili,M,1986-05-28
44251,1955-12-21,Martine,Haldar,M,1987-03-03
44256,1954-10-17,Doohun,Krzyzanowski,F,1987-03-01
44262,1953-05-22,Sanjit,Petereit,F,1987-04-01
44285,1954-11-16,Keiichiro,Chimia,F,1986-10-22
44288,1953-03-09,Ingemar,Baja,M,1987-05-06
44292,1952-03-27,Alexius,Georg,M,1987-01-18
44293,1955-05-12,Sachem,Vakili,M,1986-05-22
44301,1952-08-15,Fatemeh,Nivat,F,1985-07-04
44326,1953-07-31,Dmitri,Verspoor,M,1986-07-20
44354,1955-03-02,Basant,Garnier,F,1985-02-27
44366,1955-03-06,Alois,Chinal,M,1985-03-20
44375,1955-04-10,Emran,Isard,F,1986-11-28
44392,1954-08-03,Bedir,Shigei,M,1985-03-11
44393,1955-12-14,Turgut,Douceur,M,1987-04-26
44394,1952-03-14,Eran,Thombley,M,1985-12-28
44395,1953-05-22,Mario,Eastman,M,1986-01-25
44397,1954-05-14,Moon,Mitsuhashi,M,1985-05-14
44425,1953-07-30,Yinghua,Businaro,M,1985-05-24
44435,1953-06-02,Odinaldo,Spelt,M,1986-03-12
44442,1953-08-18,Atilio,Gente,F,1985-10-09
44445,1953-02-25,Sreenivas,Heinisuo,F,1987-02-04
44454,1952-04-26,Toshimo,Besancenot,M,1985-05-21
44459,1954-05-09,Aluzio,Panienski,M,1987-11-14
44465,1955-06-04,Brigham,Teitelbaum,M,1987-03-17
44467,1953-07-28,Zhanqiu,Ramsak,F,1987-01-11
44472,1955-02-13,Mingdong,Snyers,M,1987-07-13
44484,1955-07-23,Pasqua,Gelosh,F,1985-12-29
44485,1955-09-08,Jaideep,Thebaut,M,1988-11-24
44490,1954-08-01,Nalini,Lorcy,M,1987-06-07
44507,1954-07-17,Toong,Ananiadou,M,1987-07-30
44520,1954-02-01,Baruch,Engberts,M,1988-09-19
44525,1953-01-27,Christophe,Fetvedt,M,1986-04-28
44539,1955-09-26,Kwangjo,Buchter,M,1985-09-12
44558,1953-05-16,Zhiguo,Wielonsky,F,1987-03-05
44566,1953-04-15,Yuqun,Bolotov,M,1987-08-06
44571,1954-04-01,Tooru,Pashtan,F,1988-06-01
44575,1953-06-30,Toney,Pocchiola,F,1986-09-04
44589,1955-04-26,Iara,Lanzelotte,M,1987-04-26
44591,1955-12-12,Karlis,Laventhal,M,1985-11-24
44607,1952-02-20,Sachem,Valtorta,M,1987-11-18
44608,1955-11-16,Sudhanshu,Herber,F,1985-06-10
44609,1952-12-10,Zhongwei,Feinberg,M,1987-11-22
44610,1954-09-08,Aamod,Cronan,F,1987-05-27
44616,1955-03-01,Abdelkader,Pettis,M,1988-08-31
44639,1953-03-19,Odysseas,Anick,F,1986-04-04
44644,1953-11-24,Shigenori,Mitchem,M,1986-06-07
44664,1952-08-08,Zhaofang,Luke,M,1987-12-14
44682,1954-02-16,Souichi,Boissier,M,1987-04-04
44691,1955-12-09,Munir,Montresor,M,1986-03-12
44695,1954-04-28,Sadok,Baek,M,1988-10-23
44716,1954-10-29,Georgy,Haddadi,M,1986-04-20
44721,1954-02-05,Dinah,Zielinski,M,1987-01-28
44734,1954-05-08,Shay,Vandervoorde,F,1988-06-24
44737,1954-11-15,Vishu,Juneja,M,1988-08-04
44740,1955-10-31,Georg,Uhrik,M,1988-05-23
44750,1955-09-12,Bernice,Coors,F,1987-02-26
44764,1952-10-04,Ayonca,Ghemri,M,1985-04-15
44784,1955-08-16,Mohammed,Koblick,M,1988-04-22
44785,1952-09-13,Phule,Kriebel,M,1987-06-23
44806,1952-11-07,Vishu,Schwabacher,M,1988-12-08
44809,1955-02-03,Nagui,Gill,M,1988-04-14
44819,1953-12-08,Chiranjit,Terekhov,F,1988-04-22
44821,1952-02-19,Martien,Covnot,M,1988-05-23
44839,1953-07-17,Xudong,Greibach,M,1986-12-08
44856,1953-01-07,Amabile,Seuren,M,1986-12-26
44869,1952-02-22,JoAnne,Serov,M,1985-04-22
44873,1955-12-25,Eberhardt,Raczkowsky,F,1988-09-22
44874,1954-08-26,Janche,Cools,M,1985-10-15
44875,1953-08-06,Goh,Reinhart,M,1985-04-15
44883,1953-06-07,Kagan,Cichocki,F,1988-02-09
44886,1953-10-02,Poornachandra,Kuszyk,M,1985-10-14
44891,1954-10-31,Cheong,Zaumen,M,1987-04-21
44908,1954-11-26,Kamakshi,Pehl,M,1987-05-24
44913,1953-06-14,Vishu,Cappelli,M,1988-06-05
44924,1953-08-16,Divier,Azevdeo,F,1987-07-21
44938,1954-12-25,Valdiodio,Potthoff,M,1987-07-11
44943,1952-10-27,Lalit,Hmelo,F,1985-06-17
44952,1952-05-29,Zeydy,Munoz,F,1988-04-07
44955,1954-11-18,Aram,Kawashima,F,1985-11-20
44963,1953-03-16,Amabile,Gimbel,M,1986-03-24
44965,1953-03-03,Tetsurou,Suppi,F,1988-10-19
44966,1952-12-11,Foong,Beetstra,F,1987-10-07
44988,1954-11-17,Oldrich,Kleiser,M,1988-02-22
44992,1953-09-16,Kendra,Perna,M,1986-04-02
44998,1954-04-19,Vishv,Kaiser,M,1987-07-01
45002,1952-08-31,Leif,Klyachko,M,1985-05-28
45006,1953-05-10,Vishv,Liedekerke,F,1988-12-30
45014,1955-01-23,Souichi,Orsini,M,1985-07-18
45042,1952-12-23,Marek,Heinisuo,M,1985-11-20
45053,1954-05-30,Ymte,Zongker,F,1986-11-05
45055,1954-09-29,Xiaobin,Radhakrishnan,F,1987-05-22
45058,1953-06-05,Shuzo,Mahmud,F,1985-05-24
45062,1953-09-12,Aemilian,Hammerschmidt,F,1985-08-02
45066,1952-05-28,Seongbin,Gadepally,M,1985-08-29
45069,1955-02-22,Lenore,Valette,F,1986-07-04
45070,1954-06-25,Ennio,Frolund,F,1988-02-21
